,,,
θ ( graus ),θ rad,λ (metros),"Intensidade de luz, canal A ( % do máx. )"
"647,8","0,19","0,00000062","-313,9"
"664,2","0,19","0,00000064","-308,2"
"677,8","0,20","0,00000065",-306
"690,0","0,20","0,00000066","-304,4"
"702,0","0,20","0,00000068","-299,7"
"713,7","0,21","0,00000069","-301,1"
"726,2","0,21","0,00000070","-296,4"
"740,0","0,22","0,00000071","-295,2"
"755,0","0,22","0,00000073",-294
"769,2","0,22","0,00000074","-289,7"
"785,0","0,23","0,00000075","-290,3"
"799,0","0,23","0,00000077","-286,5"
"813,7","0,24","0,00000078","-285,7"
"827,2","0,24","0,00000079","-285,2"
"842,5","0,25","0,00000081","-281,8"
"858,3","0,25","0,00000082","-283,2"
"874,7","0,25","0,00000084",-280
"891,8","0,26","0,00000086","-280,8"
"909,5","0,26","0,00000087",-280
"928,8","0,27","0,00000089","-276,7"
"949,3","0,28","0,00000091",-280
"967,3","0,28","0,00000093","-276,9"
"986,0","0,29","0,00000094","-278,1"
"1004,0","0,29","0,00000096","-278,1"
"1019,5","0,30","0,00000097","-275,3"
"1035,5","0,30","0,00000099","-278,3"
"1050,0","0,31","0,00000100","-275,3"
"1063,8","0,31","0,00000102","-277,9"
"1076,8","0,31","0,00000103","-278,3"
"1089,0","0,32","0,00000104","-276,9"
"1100,8","0,32","0,00000105",-280
"1112,3","0,32","0,00000106","-278,3"
"1126,0","0,33","0,00000107",-280
"1139,7","0,33","0,00000108",-280
"1154,8","0,34","0,00000110","-278,5"
"1171,0","0,34","0,00000111","-281,6"
"1188,3","0,35","0,00000113",-280
"1209,3","0,35","0,00000115","-283,2"
"1231,8","0,36","0,00000117","-283,2"
"1254,5","0,36","0,00000119","-283,2"
"1277,8","0,37","0,00000121","-286,5"
"1304,3","0,38","0,00000123","-284,8"
"1329,0","0,39","0,00000126","-287,1"
"1354,3","0,39","0,00000128","-289,1"
"1380,5","0,40","0,00000130","-287,9"
"1404,5","0,41","0,00000132","-292,6"
"1429,8","0,42","0,00000135","-290,3"
"1455,7","0,42","0,00000137",-293
"1480,5","0,43","0,00000139","-294,6"
"1504,8","0,44","0,00000141","-293,2"
"1527,3","0,44","0,00000143","-297,9"
"1549,5","0,45","0,00000145","-295,2"
"1570,0","0,46","0,00000147","-298,5"
"1588,7","0,46","0,00000149","-299,5"
"1604,8","0,47","0,00000150","-298,1"
"1620,5","0,47","0,00000151","-302,7"
"1637,2","0,48","0,00000153","-300,1"
"1656,8","0,48","0,00000155","-302,9"
"1676,8","0,49","0,00000156","-303,8"
"1695,3","0,49","0,00000158","-302,7"
"1715,0","0,50","0,00000159","-306,6"
"1735,8","0,50","0,00000161","-305,4"
"1757,0","0,51","0,00000163","-307,6"
"1778,8","0,52","0,00000165","-309,3"
"1798,8","0,52","0,00000167","-307,6"
"1819,3","0,53","0,00000168","-310,9"
"1839,8","0,54","0,00000170","-309,3"
"1858,8","0,54","0,00000172","-311,9"
"1877,3","0,55","0,00000173","-312,5"
"1894,0","0,55","0,00000174","-311,9"
"1910,3","0,56","0,00000176","-315,8"
"1928,0","0,56","0,00000177","-312,5"
"1944,7","0,57","0,00000179","-315,4"
"1964,3","0,57","0,00000180","-315,8"
"1988,8","0,58","0,00000182","-314,3"
"2016,7","0,59","0,00000185",-319
"2047,3","0,60","0,00000187",-316
"2077,5","0,60","0,00000189",-319
"2106,0","0,61","0,00000192",-319
"2129,5","0,62","0,00000194",-319
"2153,5","0,63","0,00000195","-321,9"
"2177,7","0,63","0,00000197","-318,8"
"2204,0","0,64","0,00000199","-321,7"
"2228,8","0,65","0,00000201","-322,3"
"2254,2","0,66","0,00000203","-320,6"
"2278,2","0,66","0,00000205","-323,9"
"2302,7","0,67","0,00000207","-322,1"
"2327,7","0,68","0,00000209","-323,9"
"2350,5","0,68","0,00000211","-323,9"
"2370,5","0,69","0,00000212","-322,5"
"2388,3","0,69","0,00000213","-325,5"
"2407,0","0,70","0,00000215","-323,5"
"2425,0","0,71","0,00000216","-325,5"
"2441,5","0,71","0,00000217","-325,5"
"2460,7","0,72","0,00000219","-323,9"
"2480,7","0,72","0,00000220",-327
"2500,7","0,73","0,00000222","-324,1"
"2521,7","0,73","0,00000223","-326,1"
"2541,5","0,74","0,00000225",-327
"2560,2","0,74","0,00000226","-325,5"
"2577,7","0,75","0,00000227","-328,8"
"2593,2","0,75","0,00000228","-325,1"
"2608,5","0,76","0,00000229",-327
"2626,2","0,76","0,00000231","-327,2"
"2645,7","0,77","0,00000232","-325,5"
"2663,0","0,77","0,00000233","-328,8"
"2681,2","0,78","0,00000234","-325,5"
"2699,0","0,79","0,00000236","-327,6"
"2718,0","0,79","0,00000237",-328
"2739,0","0,80","0,00000238","-325,5"
"2761,2","0,80","0,00000240","-328,8"
"2781,8","0,81","0,00000241","-325,9"
"2801,8","0,82","0,00000243","-327,8"
"2822,3","0,82","0,00000244","-327,6"
"2841,0","0,83","0,00000245","-325,7"
"2857,0","0,83","0,00000246","-328,8"
"2871,7","0,84","0,00000247","-325,5"
"2884,5","0,84","0,00000248","-328,8"
"2896,7","0,84","0,00000249","-328,6"
"2908,0","0,85","0,00000250","-326,5"
"2918,2","0,85","0,00000250","-328,8"
"2927,2","0,85","0,00000251","-326,5"
"2935,8","0,85","0,00000251","-328,8"
"2944,7","0,86","0,00000252","-328,2"
"2954,0","0,86","0,00000252","-326,8"
"2962,7","0,86","0,00000253","-329,2"
"2970,7","0,86","0,00000254","-326,8"
"2978,8","0,87","0,00000254","-328,8"
"2988,5","0,87","0,00000255","-328,8"
"2998,5","0,87","0,00000255","-326,1"
"3003,3","0,87","0,00000256","-330,2"
"3005,8","0,87","0,00000256","-326,5"
"3006,5","0,87","0,00000256","-328,8"
"3006,2","0,87","0,00000256","-328,4"
"3006,0","0,87","0,00000256","-326,8"
"3005,8","0,87","0,00000256","-330,2"
"3005,8","0,87","0,00000256","-326,5"
"3005,5","0,87","0,00000256","-329,6"
"3005,5","0,87","0,00000256","-328,8"
"3005,5","0,87","0,00000256","-328,6"
"3005,5","0,87","0,00000256","-330,6"
"3005,2","0,87","0,00000256","-328,8"
"3005,2","0,87","0,00000256",-331
"3005,2","0,87","0,00000256","-329,6"
"3005,2","0,87","0,00000256","-328,8"
"3005,2","0,87","0,00000256","-331,4"
"3005,0","0,87","0,00000256","-328,6"
"3005,0","0,87","0,00000256","-330,4"
"3005,0","0,87","0,00000256","-330,4"
"3005,0","0,87","0,00000256","-328,4"
"3005,0","0,87","0,00000256","-330,8"
"3005,0","0,87","0,00000256","-328,8"
"3005,0","0,87","0,00000256",-330
"3005,0","0,87","0,00000256","-330,4"
"3005,0","0,87","0,00000256","-328,8"
"3005,0","0,87","0,00000256","-331,6"
"3004,8","0,87","0,00000256","-328,8"
"3004,8","0,87","0,00000256","-330,6"
"3004,8","0,87","0,00000256","-330,4"
