,,,
θ ( graus ),θ rad,λ (metros),"Intensidade de luz, canal A ( % do máx. )"
"2837,7","0,83","0,00000245","-317,4"
"2850,2","0,83","0,00000246","-320,6"
"2862,0","0,83","0,00000247","-317,4"
"2873,0","0,84","0,00000247","-320,6"
"2883,0","0,84","0,00000248",-319
"2892,3","0,84","0,00000249",-319
"2901,8","0,84","0,00000249","-320,6"
"2910,7","0,85","0,00000250","-317,4"
"2919,5","0,85","0,00000250","-320,6"
"2930,5","0,85","0,00000251",-319
"2942,5","0,86","0,00000252",-319
"2956,0","0,86","0,00000253","-321,7"
"2971,0","0,86","0,00000254",-319
"2987,7","0,87","0,00000255","-322,3"
"3012,2","0,88","0,00000256","-319,8"
"3031,8","0,88","0,00000257","-320,4"
"3049,5","0,89","0,00000258","-322,3"
"3065,7","0,89","0,00000259",-319
"3078,8","0,90","0,00000260","-322,3"
"3084,0","0,90","0,00000261","-320,6"
"3084,5","0,90","0,00000261","-320,6"
"3084,0","0,90","0,00000261","-323,3"
"3083,7","0,90","0,00000260","-320,6"
"3083,5","0,90","0,00000260","-323,7"
"3083,5","0,90","0,00000260","-322,3"
"3083,5","0,90","0,00000260","-322,5"
"3083,5","0,90","0,00000260","-324,5"
"3083,2","0,90","0,00000260","-322,3"
"3083,2","0,90","0,00000260","-325,1"
"3083,2","0,90","0,00000260","-323,9"
"3083,2","0,90","0,00000260","-322,7"
"3083,2","0,90","0,00000260","-325,1"
"3083,2","0,90","0,00000260","-322,3"
"3083,0","0,90","0,00000260","-325,5"
"3083,0","0,90","0,00000260","-322,5"
"3083,0","0,90","0,00000260","-323,5"
"3083,0","0,90","0,00000260","-325,5"
"3083,0","0,90","0,00000260","-322,3"
"3083,0","0,90","0,00000260","-325,3"
"3083,0","0,90","0,00000260","-322,5"
"3083,0","0,90","0,00000260","-323,3"
"3083,0","0,90","0,00000260","-325,5"
"3083,0","0,90","0,00000260","-322,7"
"3082,7","0,90","0,00000260","-325,5"
"3082,7","0,90","0,00000260","-323,9"
"3082,7","0,90","0,00000260","-323,7"
"3082,7","0,90","0,00000260","-325,5"
"3082,7","0,90","0,00000260","-322,9"
"3082,7","0,90","0,00000260","-325,5"
"3082,7","0,90","0,00000260","-324,1"
"3082,7","0,90","0,00000260","-323,9"
"3082,7","0,90","0,00000260","-325,5"
"3082,7","0,90","0,00000260","-322,9"
"3082,7","0,90","0,00000260","-325,5"
"3082,7","0,90","0,00000260","-325,1"
"3082,7","0,90","0,00000260","-323,9"
"3082,7","0,90","0,00000260","-326,3"
"3082,7","0,90","0,00000260","-323,9"
"3082,7","0,90","0,00000260","-326,1"
"3082,7","0,90","0,00000260","-325,5"
"3082,5","0,90","0,00000260","-325,1"
"3082,5","0,90","0,00000260","-326,5"
"3082,5","0,90","0,00000260","-323,9"
"3082,5","0,90","0,00000260",-327
"3082,5","0,90","0,00000260","-325,1"
