,,,
θ ( graus ),θ rad,λ (metros),"Intensidade de luz, canal A ( % do máx. )"
"1292,5","0,38","0,00000122","-219,3"
"1305,5","0,38","0,00000124","-221,4"
"1317,5","0,38","0,00000125",-226
"1331,0","0,39","0,00000126","-224,6"
"1344,7","0,39","0,00000127","-228,3"
"1357,3","0,39","0,00000128","-228,1"
"1370,3","0,40","0,00000129","-229,7"
"1380,0","0,40","0,00000130","-233,8"
"1389,5","0,40","0,00000131","-233,2"
"1399,5","0,41","0,00000132","-237,6"
"1409,8","0,41","0,00000133","-237,6"
"1421,3","0,41","0,00000134","-239,3"
"1432,0","0,42","0,00000135","-242,5"
"1442,8","0,42","0,00000136","-241,1"
"1455,3","0,42","0,00000137",-246
"1468,2","0,43","0,00000138","-245,8"
"1480,3","0,43","0,00000139","-247,4"
"1492,3","0,43","0,00000140","-250,7"
"1504,0","0,44","0,00000141",-249
"1515,5","0,44","0,00000142","-253,9"
"1527,3","0,44","0,00000143","-252,5"
"1538,7","0,45","0,00000144","-253,9"
"1549,8","0,45","0,00000145","-257,2"
"1562,0","0,45","0,00000146","-255,1"
"1574,5","0,46","0,00000147","-260,2"
"1588,0","0,46","0,00000149","-259,2"
"1599,7","0,47","0,00000150","-260,4"
"1613,3","0,47","0,00000151","-264,5"
"1627,0","0,47","0,00000152","-263,5"
"1640,8","0,48","0,00000153","-266,9"
"1656,5","0,48","0,00000154","-266,7"
"1671,5","0,49","0,00000156","-268,6"
"1686,3","0,49","0,00000157","-271,6"
"1701,0","0,49","0,00000158","-270,8"
"1715,3","0,50","0,00000160","-276,1"
"1728,5","0,50","0,00000161","-274,9"
"1742,3","0,51","0,00000162","-276,7"
"1756,3","0,51","0,00000163","-279,1"
"1768,2","0,51","0,00000164","-278,3"
"1778,2","0,52","0,00000165","-281,6"
"1788,5","0,52","0,00000166","-281,2"
"1800,8","0,52","0,00000167","-283,2"
"1813,0","0,53","0,00000168","-284,8"
"1824,5","0,53","0,00000169","-283,2"
"1838,5","0,53","0,00000170","-287,5"
"1852,0","0,54","0,00000171","-286,5"
"1867,7","0,54","0,00000172","-287,9"
"1883,8","0,55","0,00000174","-290,7"
"1900,0","0,55","0,00000175","-289,7"
"1915,3","0,56","0,00000176","-293,8"
"1930,8","0,56","0,00000178",-293
"1944,7","0,57","0,00000179","-294,6"
"1959,0","0,57","0,00000180","-296,2"
"1974,0","0,57","0,00000181","-295,2"
"1989,3","0,58","0,00000182","-299,5"
"2004,2","0,58","0,00000184","-297,5"
"2018,8","0,59","0,00000185","-299,5"
"2034,0","0,59","0,00000186","-301,5"
"2049,5","0,60","0,00000187","-299,7"
"2065,0","0,60","0,00000188","-303,4"
"2082,2","0,61","0,00000190","-302,1"
"2099,5","0,61","0,00000191",-304
"2117,0","0,62","0,00000193","-304,6"
"2134,3","0,62","0,00000194",-304
"2151,8","0,63","0,00000195","-307,6"
"2170,7","0,63","0,00000197",-306
"2189,0","0,64","0,00000198","-307,6"
"2207,5","0,64","0,00000200","-309,3"
"2225,0","0,65","0,00000201","-307,8"
"2245,5","0,65","0,00000203","-310,7"
"2261,2","0,66","0,00000204","-309,7"
"2278,2","0,66","0,00000205","-311,5"
"2293,5","0,67","0,00000206","-312,5"
"2308,0","0,67","0,00000207","-311,5"
"2321,2","0,68","0,00000208","-314,3"
"2333,7","0,68","0,00000209","-312,5"
"2346,0","0,68","0,00000210","-313,9"
"2359,3","0,69","0,00000211","-315,8"
"2372,0","0,69","0,00000212","-313,1"
"2385,5","0,69","0,00000213","-317,4"
"2400,5","0,70","0,00000214","-314,3"
"2415,0","0,70","0,00000215","-316,6"
"2428,7","0,71","0,00000216","-317,4"
"2443,5","0,71","0,00000217","-315,8"
"2461,5","0,72","0,00000219",-319
"2480,7","0,72","0,00000220","-315,8"
"2499,0","0,73","0,00000222","-318,8"
"2517,8","0,73","0,00000223",-319
"2535,5","0,74","0,00000224","-317,4"
"2553,5","0,74","0,00000225","-320,9"
"2570,7","0,75","0,00000227",-319
"2586,3","0,75","0,00000228","-319,8"
"2599,2","0,76","0,00000229","-320,2"
"2614,3","0,76","0,00000230",-319
"2631,0","0,77","0,00000231","-320,6"
"2647,5","0,77","0,00000232",-319
"2662,7","0,77","0,00000233","-320,6"
"2679,5","0,78","0,00000234","-321,3"
"2695,5","0,78","0,00000235","-319,4"
"2711,3","0,79","0,00000236","-322,7"
"2723,7","0,79","0,00000237","-320,4"
"2736,0","0,80","0,00000238","-321,9"
"2747,3","0,80","0,00000239","-322,3"
"2758,5","0,80","0,00000240","-320,6"
"2769,0","0,81","0,00000240","-323,9"
"2778,2","0,81","0,00000241","-320,6"
"2790,0","0,81","0,00000242","-322,3"
"2801,2","0,81","0,00000243","-322,9"
"2813,2","0,82","0,00000243","-320,6"
"2826,0","0,82","0,00000244","-323,9"
"2836,2","0,83","0,00000245","-320,6"
"2844,8","0,83","0,00000245","-322,3"
"2853,8","0,83","0,00000246","-322,7"
"2862,5","0,83","0,00000247","-321,1"
"2870,2","0,83","0,00000247","-323,9"
"2880,0","0,84","0,00000248","-321,9"
"2890,5","0,84","0,00000248","-322,5"
"2901,3","0,84","0,00000249","-322,3"
"2911,2","0,85","0,00000250","-322,3"
"2921,2","0,85","0,00000250","-324,1"
"2930,7","0,85","0,00000251","-322,3"
"2939,0","0,85","0,00000252","-323,9"
"2946,5","0,86","0,00000252","-323,9"
"2953,8","0,86","0,00000252","-322,3"
"2960,2","0,86","0,00000253","-323,9"
"2965,0","0,86","0,00000253","-322,1"
"2968,0","0,86","0,00000253","-323,7"
"2970,7","0,86","0,00000254","-323,5"
"2972,0","0,86","0,00000254","-322,3"
"2971,7","0,86","0,00000254","-325,5"
"2971,5","0,86","0,00000254","-322,3"
"2971,2","0,86","0,00000254","-323,9"
"2971,2","0,86","0,00000254","-324,1"
"2971,2","0,86","0,00000254","-322,3"
"2971,0","0,86","0,00000254","-325,5"
"2971,0","0,86","0,00000254","-322,3"
"2971,0","0,86","0,00000254","-325,5"
"2971,0","0,86","0,00000254","-325,5"
"2971,0","0,86","0,00000254","-323,9"
"2970,7","0,86","0,00000254","-325,5"
"2970,7","0,86","0,00000254","-323,1"
"2970,7","0,86","0,00000254","-325,5"
"2970,7","0,86","0,00000254","-325,5"
"2970,7","0,86","0,00000254","-323,9"
"2970,7","0,86","0,00000254",-327
"2970,7","0,86","0,00000254","-323,7"
"2970,7","0,86","0,00000254","-325,5"
"2970,7","0,86","0,00000254","-325,5"
"2970,7","0,86","0,00000254","-323,9"
"2970,5","0,86","0,00000254","-326,3"
"2970,5","0,86","0,00000254","-323,7"
"2970,5","0,86","0,00000254","-325,5"
"2970,5","0,86","0,00000254","-325,5"
"2970,5","0,86","0,00000254","-323,9"
"2970,5","0,86","0,00000254","-326,3"
"2970,5","0,86","0,00000254","-323,7"
"2970,5","0,86","0,00000254","-325,5"
"2970,5","0,86","0,00000254","-325,5"
"2970,5","0,86","0,00000254","-323,9"
"2970,5","0,86","0,00000254","-326,3"
"2970,5","0,86","0,00000254","-323,9"
"2970,5","0,86","0,00000254","-325,5"
"2970,5","0,86","0,00000254","-325,5"
"2970,5","0,86","0,00000254","-323,9"
"2970,5","0,86","0,00000254","-325,7"
"2970,5","0,86","0,00000254","-323,9"
"2970,2","0,86","0,00000253","-325,5"
"2970,2","0,86","0,00000253","-325,5"
"2970,2","0,86","0,00000253","-323,9"
"2970,2","0,86","0,00000253","-326,8"
"2970,2","0,86","0,00000253","-323,9"
"2970,2","0,86","0,00000253","-326,1"
"2970,2","0,86","0,00000253","-324,7"
"2970,2","0,86","0,00000253","-323,9"
"2970,2","0,86","0,00000253","-326,1"
"2970,2","0,86","0,00000253","-323,9"
"2970,2","0,86","0,00000253","-325,9"
"2970,2","0,86","0,00000253","-325,3"
